Race,Percentage,Sch_Div
Native Hawaiian  or Pacific Islander,0.298953662,Smithfield High Isle of Wight County Public Schools
"White, not of Hispanic origin",53.52564103,Smithfield Middle Isle of Wight County Public Schools
"Black, not of Hispanic origin",33.01282051,Smithfield Middle Isle of Wight County Public Schools
"Non-Hispanic, two or more races",7.371794872,Smithfield Middle Isle of Wight County Public Schools
Hispanic,4.807692308,Smithfield Middle Isle of Wight County Public Schools
Asian,0.961538462,Smithfield Middle Isle of Wight County Public Schools
American Indian or Alaska Native,0.16025641,Smithfield Middle Isle of Wight County Public Schools
Native Hawaiian  or Pacific Islander,0.16025641,Smithfield Middle Isle of Wight County Public Schools
"White, not of Hispanic origin",54.6961326,Westside Elementary Isle of Wight County Public Schools
"Black, not of Hispanic origin",28.45303867,Westside Elementary Isle of Wight County Public Schools
"Non-Hispanic, two or more races",7.872928177,Westside Elementary Isle of Wight County Public Schools
Hispanic,6.767955801,Westside Elementary Isle of Wight County Public Schools
Asian,1.519337017,Westside Elementary Isle of Wight County Public Schools
American Indian or Alaska Native,0.552486188,Westside Elementary Isle of Wight County Public Schools
Native Hawaiian  or Pacific Islander,0.138121547,Westside Elementary Isle of Wight County Public Schools
"White, not of Hispanic origin",67.278798,Windsor Elementary Isle of Wight County Public Schools
"Black, not of Hispanic origin",16.86143573,Windsor Elementary Isle of Wight County Public Schools
"Non-Hispanic, two or more races",8.347245409,Windsor Elementary Isle of Wight County Public Schools
Hispanic,6.510851419,Windsor Elementary Isle of Wight County Public Schools
Asian,0.667779633,Windsor Elementary Isle of Wight County Public Schools
American Indian or Alaska Native,0.333889816,Windsor Elementary Isle of Wight County Public Schools
"White, not of Hispanic origin",72,Windsor High Isle of Wight County Public Schools
"Black, not of Hispanic origin",16.72727273,Windsor High Isle of Wight County Public Schools
"Non-Hispanic, two or more races",6.181818182,Windsor High Isle of Wight County Public Schools
Hispanic,3.818181818,Windsor High Isle of Wight County Public Schools
Asian,0.909090909,Windsor High Isle of Wight County Public Schools
Native Hawaiian  or Pacific Islander,0.363636364,Windsor High Isle of Wight County Public Schools
"White, not of Hispanic origin",47.76119403,Central High King and Queen County Public Schools
"Black, not of Hispanic origin",29.85074627,Central High King and Queen County Public Schools
"Non-Hispanic, two or more races",13.05970149,Central High King and Queen County Public Schools
Hispanic,8.208955224,Central High King and Queen County Public Schools
Asian,0.746268657,Central High King and Queen County Public Schools
American Indian or Alaska Native,0.373134328,Central High King and Queen County Public Schools
"White, not of Hispanic origin",52.68456376,King & Queen Elementary King and Queen County Public Schools
"Black, not of Hispanic origin",25.5033557,King & Queen Elementary King and Queen County Public Schools
"Non-Hispanic, two or more races",10.40268456,King & Queen Elementary King and Queen County Public Schools
Hispanic,8.724832215,King & Queen Elementary King and Queen County Public Schools
Asian,2.348993289,King & Queen Elementary King and Queen County Public Schools
American Indian or Alaska Native,0.33557047,King & Queen Elementary King and Queen County Public Schools
"White, not of Hispanic origin",41.19601329,Lawson-Marriott Elementary King and Queen County Public Schools
"Black, not of Hispanic origin",35.54817276,Lawson-Marriott Elementary King and Queen County Public Schools
"Non-Hispanic, two or more races",13.62126246,Lawson-Marriott Elementary King and Queen County Public Schools
Hispanic,7.973421927,Lawson-Marriott Elementary King and Queen County Public Schools
American Indian or Alaska Native,0.664451827,Lawson-Marriott Elementary King and Queen County Public Schools
Asian,0.664451827,Lawson-Marriott Elementary King and Queen County Public Schools
Native Hawaiian  or Pacific Islander,0.332225914,Lawson-Marriott Elementary King and Queen County Public Schools
"White, not of Hispanic origin",60.27777778,King George Elementary King George County Public Schools
"Black, not of Hispanic origin",18.75,King George Elementary King George County Public Schools
"Non-Hispanic, two or more races",12.5,King George Elementary King George County Public Schools
Hispanic,8.055555556,King George Elementary King George County Public Schools
Asian,0.277777778,King George Elementary King George County Public Schools
American Indian or Alaska Native,0.138888889,King George Elementary King George County Public Schools
"White, not of Hispanic origin",64.32989691,King George High King George County Public Schools
"Black, not of Hispanic origin",17.11340206,King George High King George County Public Schools
Hispanic,9.140893471,King George High King George County Public Schools
"Non-Hispanic, two or more races",7.422680412,King George High King George County Public Schools
Asian,1.305841924,King George High King George County Public Schools
American Indian or Alaska Native,0.618556701,King George High King George County Public Schools
Native Hawaiian  or Pacific Islander,0.068728522,King George High King George County Public Schools
"White, not of Hispanic origin",62.16748768,King George Middle King George County Public Schools
"Black, not of Hispanic origin",16.94581281,King George Middle King George County Public Schools
"Non-Hispanic, two or more races",10.73891626,King George Middle King George County Public Schools
Hispanic,8.275862069,King George Middle King George County Public Schools
Asian,1.083743842,King George Middle King George County Public Schools
American Indian or Alaska Native,0.492610837,King George Middle King George County Public Schools
Native Hawaiian  or Pacific Islander,0.295566502,King George Middle King George County Public Schools
"White, not of Hispanic origin",65.74585635,Potomac Elementary King George County Public Schools
"Non-Hispanic, two or more races",12.52302026,Potomac Elementary King George County Public Schools
"Black, not of Hispanic origin",11.97053407,Potomac Elementary King George County Public Schools
Hispanic,8.839779006,Potomac Elementary King George County Public Schools
Asian,0.920810313,Potomac Elementary King George County Public Schools
"White, not of Hispanic origin",61.08843537,Sealston Elementary King George County Public Schools
"Non-Hispanic, two or more races",14.28571429,Sealston Elementary King George County Public Schools
"Black, not of Hispanic origin",11.97278912,Sealston Elementary King George County Public Schools
Hispanic,11.29251701,Sealston Elementary King George County Public Schools
Asian,1.224489796,Sealston Elementary King George County Public Schools
American Indian or Alaska Native,0.136054422,Sealston Elementary King George County Public Schools
"White, not of Hispanic origin",77.17647059,Acquinton Elementary King William County Public Schools
"Black, not of Hispanic origin",11.52941176,Acquinton Elementary King William County Public Schools
"Non-Hispanic, two or more races",4.941176471,Acquinton Elementary King William County Public Schools
Hispanic,3.764705882,Acquinton Elementary King William County Public Schools
American Indian or Alaska Native,2.352941176,Acquinton Elementary King William County Public Schools
Asian,0.235294118,Acquinton Elementary King William County Public Schools
"White, not of Hispanic origin",72.68292683,Cool Spring Primary King William County Public Schools
"Black, not of Hispanic origin",13.41463415,Cool Spring Primary King William County Public Schools
"Non-Hispanic, two or more races",6.341463415,Cool Spring Primary King William County Public Schools
Hispanic,5.12195122,Cool Spring Primary King William County Public Schools
American Indian or Alaska Native,2.195121951,Cool Spring Primary King William County Public Schools
Asian,0.243902439,Cool Spring Primary King William County Public Schools
"White, not of Hispanic origin",76.11940299,Hamilton Holmes Middle King William County Public Schools
"Black, not of Hispanic origin",15.99147122,Hamilton Holmes Middle King William County Public Schools
"Non-Hispanic, two or more races",4.690831557,Hamilton Holmes Middle King William County Public Schools
Hispanic,1.70575693,Hamilton Holmes Middle King William County Public Schools
American Indian or Alaska Native,1.279317697,Hamilton Holmes Middle King William County Public Schools
Asian,0.213219616,Hamilton Holmes Middle King William County Public Schools
"White, not of Hispanic origin",76.02941176,King William High King William County Public Schools
"Black, not of Hispanic origin",14.70588235,King William High King William County Public Schools
"Non-Hispanic, two or more races",4.411764706,King William High King William County Public Schools
Hispanic,3.529411765,King William High King William County Public Schools
American Indian or Alaska Native,1.029411765,King William High King William County Public Schools
Asian,0.294117647,King William High King William County Public Schools
"Black, not of Hispanic origin",50,Lancaster High Lancaster County Public Schools
"White, not of Hispanic origin",43.50282486,Lancaster High Lancaster County Public Schools
"Non-Hispanic, two or more races",4.519774011,Lancaster High Lancaster County Public Schools
Hispanic,1.129943503,Lancaster High Lancaster County Public Schools
Asian,0.564971751,Lancaster High Lancaster County Public Schools
American Indian or Alaska Native,0.282485876,Lancaster High Lancaster County Public Schools
"Black, not of Hispanic origin",57.09219858,Lancaster Middle Lancaster County Public Schools
"White, not of Hispanic origin",33.33333333,Lancaster Middle Lancaster County Public Schools
"Non-Hispanic, two or more races",6.382978723,Lancaster Middle Lancaster County Public Schools
Hispanic,2.482269504,Lancaster Middle Lancaster County Public Schools
Asian,0.709219858,Lancaster Middle Lancaster County Public Schools
"Black, not of Hispanic origin",56.55737705,Lancaster Primary Lancaster County Public Schools
"White, not of Hispanic origin",34.69945355,Lancaster Primary Lancaster County Public Schools
"Non-Hispanic, two or more races",6.830601093,Lancaster Primary Lancaster County Public Schools
Hispanic,0.819672131,Lancaster Primary Lancaster County Public Schools
Asian,0.546448087,Lancaster Primary Lancaster County Public Schools
American Indian or Alaska Native,0.273224044,Lancaster Primary Lancaster County Public Schools
Native Hawaiian  or Pacific Islander,0.273224044,Lancaster Primary Lancaster County Public Schools
"White, not of Hispanic origin",95.61752988,Dryden Elementary Lee County Public Schools
"Non-Hispanic, two or more races",1.992031873,Dryden Elementary Lee County Public Schools
"Black, not of Hispanic origin",1.195219124,Dryden Elementary Lee County Public Schools
Hispanic,1.195219124,Dryden Elementary Lee County Public Schools
"White, not of Hispanic origin",96.20689655,Elk Knob Elementary Lee County Public Schools
"Non-Hispanic, two or more races",2.068965517,Elk Knob Elementary Lee County Public Schools
"Black, not of Hispanic origin",0.689655172,Elk Knob Elementary Lee County Public Schools
Hispanic,0.689655172,Elk Knob Elementary Lee County Public Schools
Asian,0.344827586,Elk Knob Elementary Lee County Public Schools
"White, not of Hispanic origin",96.42857143,Elydale Middle Lee County Public Schools
"Black, not of Hispanic origin",1.428571429,Elydale Middle Lee County Public Schools
Hispanic,1.428571429,Elydale Middle Lee County Public Schools
"Non-Hispanic, two or more races",0.714285714,Elydale Middle Lee County Public Schools
"White, not of Hispanic origin",95.78947368,Flatwoods Elementary Lee County Public Schools
